doc,label
함평골프고 졸업 후 올해 대학에 입학한 전인지는 한국여자오픈 타이틀을 안으며 신인왕 경쟁에 뛰어들었다.,함평골프고 졸업 후 <올해:DAT> 대학에 입학한 전인지는 한국여자오픈 타이틀을 안으며 신인왕 경쟁에 뛰어들었다.
인천시 관계자는 “인천에 국제기구가 들어서면 인천의 도시브랜드 이미지를 높이는 것은 물론 투자유치를 통한 일자리 창출에도 큰 도움이 될 것”이라고 말했다.,인천시 관계자는 “인천에 국제기구가 들어서면 인천의 도시브랜드 이미지를 높이는 것은 물론 투자유치를 통한 일자리 창출에도 큰 도움이 될 것”이라고 말했다.
"한·미 양국 정부는 5일 북한의 우라늄농축 시설 외부 공개와 관련해, 국제사회의 단호한 대응이 필요하다는 데 공감했다.","한·미 양국 정부는 <5일:DAT> 북한의 우라늄농축 시설 외부 공개와 관련해, 국제사회의 단호한 대응이 필요하다는 데 공감했다."
조한철은 담백하면서도 무겁지 않게 책에 대한 봉지홍의 애정을 담아냈다.,조한철은 담백하면서도 무겁지 않게 책에 대한 봉지홍의 애정을 담아냈다.
평창 썰매 종목 경기장의 조기 완공이 시급한 이유이기도 하다.,평창 썰매 종목 경기장의 조기 완공이 시급한 이유이기도 하다.
"북한 군 최고사령부가 정전협정 백지화를 선언한 데 이어 핵공격 가능성까지 언급하며 위협하자, 합동참모본부는 북의 도발시 ‘원점, 지원세력은 물론 지휘세력’까지 단호히 응징하겠다고 밝혔다.","북한 군 최고사령부가 정전협정 백지화를 선언한 데 이어 핵공격 가능성까지 언급하며 위협하자, 합동참모본부는 북의 도발시 ‘원점, 지원세력은 물론 지휘세력’까지 단호히 응징하겠다고 밝혔다."
검찰은 박 의원의 폭로가 국회에서 이뤄진 게 아닌 만큼 면책특권도 문제되지 않는다고 판단했다.,검찰은 박 의원의 폭로가 국회에서 이뤄진 게 아닌 만큼 면책특권도 문제되지 않는다고 판단했다.
이날 김 대표는 광주 서을 지역에 가서 새누리당 정승 후보 지원 활동을 하지는 않았다.,<이날:DAT> 김 대표는 광주 서을 지역에 가서 새누리당 정승 후보 지원 활동을 하지는 않았다.
‘동화책 속 세계여행’을 기획한 홍경기 대표는 “열린 질문을 주고받다 보면 그 안에서 아이들의 창의력이 자란다”고 강조했다.,‘동화책 속 세계여행’을 기획한 홍경기 대표는 “열린 질문을 주고받다 보면 그 안에서 아이들의 창의력이 자란다”고 강조했다.
STX 상임고문으로 재직 중인 윤 전 사령관은 뇌물을 건넨 혐의를 받고 있다.,STX 상임고문으로 재직 중인 윤 전 사령관은 뇌물을 건넨 혐의를 받고 있다.
"이 기준으로 집계한 여성 감독 영화는 '극장판 뽀잉: 슈퍼 변신의 비밀'(정미화), '나비잠'(정재은), '덕구'(방수인), '리틀 포레스트'(임순례), '미쓰백'(이지원), '번개맨의 비밀'(강유선), '소공녀'(전고운), '영주'(차성덕), '탐정: 리턴즈'(이언희), '폴란드로 간 아이들'(추상미) 등 총 10편이었다.","이 기준으로 집계한 여성 감독 영화는 '극장판 뽀잉'(정미화), '나비잠'(정재은), '덕구'(방수인), '리틀 포레스트'(임순례), '미쓰백'(이지원), '번개맨의 비밀'(강유선), '소공녀'(전고운), '영주'(차성덕), '탐정'(이언희), '폴란드로 간 아이들'(추상미) 등 <총 10편:QNT>이었다."
"[깨알지식] 日외무성, 靑書 발표… 白書와 어떻게 다른가","[깨알지식] 日외무성, 靑書 발표… 白書와 어떻게 다른가"
‘그 언젠가 아이들이 자라서 밤하늘을 바라볼 때에/하늘 가득 반짝이는 별들을 두 눈 속에 담게 해 주오.’(‘더 늦기 전에’ 중),‘그 언젠가 아이들이 자라서 밤하늘을 바라볼 때에/하늘 가득 반짝이는 별들을 두 눈 속에 담게 해 주오.’(‘더 늦기 전에’ 중)
나머지 두 홀은 모두 파를 지켰다.,나머지 <두 홀:QNT>은 모두 파를 지켰다.
서울디자인재단은 이 프로젝트를 통해 국내 패션 디자이너들이 해외 바이어들을 만나 자신들을 홍보할 기회를 지원해왔다.,서울디자인재단은 이 프로젝트를 통해 국내 패션 디자이너들이 해외 바이어들을 만나 자신들을 홍보할 기회를 지원해왔다.
이들 유대인은 1941년 모두 살해됐다.,이들 유대인은 <1941년:DAT> 모두 살해됐다.
한미동맹과 한중협력 함께 가야,한미동맹과 한중협력 함께 가야
"스트로스칸의 부인 안느 생클레르는 ""남편에 대한 혐의가 사실이라고는 한순간도 생각한 적이 없다""고 그를 옹호했다.","스트로스칸의 부인 안느 생클레르는 ""남편에 대한 혐의가 사실이라고는 한순간도 생각한 적이 없다""고 그를 옹호했다."
"많은 분들이 마음 속 깊숙이 같이 공감하고 슬퍼했고, 온 국민의 트라우마로 남은 참사다.","많은 분들이 마음 속 깊숙이 같이 공감하고 슬퍼했고, 온 국민의 트라우마로 남은 참사다."
◆다니엘 돌링 외 지음|김화경 옮김|디자인하우스|400쪽|5만원,◆다니엘 돌링 외 지음|김화경 옮김|디자인하우스|<400쪽:QNT>|<5만원:QNT>
사회 현 정부 등장으로 과학계가 기대한 희망 사항의 하나가 과학기술 컨트롤타워 강화였다.,사회 현 정부 등장으로 과학계가 기대한 희망 사항의 <하나:QNT>가 과학기술 컨트롤타워 강화였다.
연구진은 올 하반기부터 서울 성북구 지역 치매 환자 가정에 마이봄을 실전 배치해 6개월가량 실증 작업을 거칠 계획이다.,연구진은 <올 하반기:DAT>부터 서울 성북구 지역 치매 환자 가정에 마이봄을 실전 배치해 <6개월가량:DAT> 실증 작업을 거칠 계획이다.
경기도 양주시 일영 들판에 5월의 석양(夕陽)이 지고 있었다.,경기도 양주시 일영 들판에 <5월:DAT>의 석양(夕陽)이 지고 있었다.
권원순 한국외국어대 교수는 북한을 지나는 가스관의 길이를 740km로 잡아 통과료를 연간 1억1840만 달러(약 1300억 원)로 추정했다.,권원순 한국외국어대 교수는 북한을 지나는 가스관의 길이를 <740km:QNT>로 잡아 통과료를 <연간:DAT> <1억1840만 달러:QNT>(<약 1300억 원:QNT>)로 추정했다.
윌리엄스의 동생 알프레도 씨는 CNN과의 인터뷰에서 “흑인들이 죽어가는 상황에 진저리가 난다.,윌리엄스의 동생 알프레도 씨는 CNN과의 인터뷰에서 “흑인들이 죽어가는 상황에 진저리가 난다.
"함유되어 있는 을자탕 건조엑스는 오래 전부터 치질로 인한 동통, 변비, 항문 출혈에 많이 사용되어온 한약재이며 멜릴로투스 성분은 염증 부위의 대사기능 향상과 혈관투과성 저하효과로 강력한 소염작용을 발휘하여 치질로 인한 염증을 완화할 수 있다.","함유되어 있는 을자탕 건조엑스는 오래 전부터 치질로 인한 동통, 변비, 항문 출혈에 많이 사용되어온 한약재이며 멜릴로투스 성분은 염증 부위의 대사기능 향상과 혈관투과성 저하효과로 강력한 소염작용을 발휘하여 치질로 인한 염증을 완화할 수 있다."
유재석도 현재 진행중인 프로들을 그만둘 경우 공중파나 케이블에서 자신만의 새로운 작품을 선보이려 할 것으로 보여 예능 프로그램 판도의 격변은 불가피할 전망이다.,유재석도 현재 진행중인 프로들을 그만둘 경우 공중파나 케이블에서 자신만의 새로운 작품을 선보이려 할 것으로 보여 예능 프로그램 판도의 격변은 불가피할 전망이다.
"미 항모, 공습 중단 담보물로","미 항모, 공습 중단 담보물로"
하지만 일부 주민은 소방당국의 초기진화 문제점을 지적했다.,하지만 일부 주민은 소방당국의 초기진화 문제점을 지적했다.
‘한국인의 정체성은 그가 하는 일에서 온다’는 마이클 브린(‘한국인’의 저자)의 말까지 인용하며 이런 노동문화가 삶에 너무도 깊이 뿌리내려 변한다 해도 느릴 것이라고 내다봤다.,‘한국인의 정체성은 그가 하는 일에서 온다’는 마이클 브린(‘한국인’의 저자)의 말까지 인용하며 이런 노동문화가 삶에 너무도 깊이 뿌리내려 변한다 해도 느릴 것이라고 내다봤다.
"이에 따라 전 국토의 11%(1만1020㎢)에 해당하는 계획관리지역에는 아파트, 공해공장, 3000㎡ 이상 규모의 판매시설 등을 제외한 나머지 건축물은 모두 지을 수 있다.","이에 따라 전 국토의 <11%:QNT>(<1만1020㎢:QNT>)에 해당하는 계획관리지역에는 아파트, 공해공장, 3000㎡ 이상 규모의 판매시설 등을 제외한 나머지 건축물은 모두 지을 수 있다."
감사원장과 대법관 등의 임명동의안 처리도 늦어지고 있다.,감사원장과 대법관 등의 임명동의안 처리도 늦어지고 있다.
하지만 정부는 예산 마련에 어려움을 겪고 있다.,하지만 정부는 예산 마련에 어려움을 겪고 있다.
진선규 씨는 사람이 너무 부드럽고 착하더라.,진선규 씨는 사람이 너무 부드럽고 착하더라.
"핫팬츠에 레이저 조명…북한 공연, 과감하고 화려해졌다","핫팬츠에 레이저 조명…북한 공연, 과감하고 화려해졌다"
운동 전문가들은 겨울이 되레 건강한 몸 만들기에 적절한 시기라고 말한다.,운동 전문가들은 <겨울:DAT>이 되레 건강한 몸 만들기에 적절한 시기라고 말한다.
저작권과 창작성 개념과 더불어 최근에는 AI 창작물의 권리와 특허 인정 여부에도 다양한 논의가 시작되고 있다.,저작권과 창작성 개념과 더불어 최근에는 AI 창작물의 권리와 특허 인정 여부에도 다양한 논의가 시작되고 있다.
국회 차원에서 이 문제를 해결하기 위해 정부에 대책 마련을 촉구하고 있지만 여전히 국민에게 와 닿을 만한 정책이 생산되지 않고 있어서 안타까울 따름이다.,국회 차원에서 이 문제를 해결하기 위해 정부에 대책 마련을 촉구하고 있지만 여전히 국민에게 와 닿을 만한 정책이 생산되지 않고 있어서 안타까울 따름이다.
선거제도 개편을 통해 정당 구도가 다당제로 바뀐다면 굳이 선진화법을 유지할 이유가 없다는 것이다.,선거제도 개편을 통해 정당 구도가 다당제로 바뀐다면 굳이 선진화법을 유지할 이유가 없다는 것이다.
"브레진스키는 미국의 영향력 축소로 국제질서가 재편될 경우 위험에 빠질 국가로 8개국을 지목했는데, 조지아와 대만에 이어 한국을 3번째로 꼽았다.","브레진스키는 미국의 영향력 축소로 국제질서가 재편될 경우 위험에 빠질 국가로 <8개국:QNT>을 지목했는데, 조지아와 대만에 이어 한국을 <3번째:QNT>로 꼽았다."
10일 유엔아동기금(UNICEF·유니세프)은 이 4개국에서 1950년대 초반 이후 60년 만에 몰아닥친 최악의 가뭄과 식품 가격 폭등으로 매일 수천 명의 이재민이 발생하고 있으며 어린이 50만 명이 당장 굶어 죽을 위기에 직면해 있다고 발표했다.,<10일:DAT> 유엔아동기금(UNICEF·유니세프)은 이 <4개국:QNT>에서 <1950년대 초반 이후:DAT> <60년 만:DAT>에 몰아닥친 최악의 가뭄과 식품 가격 폭등으로 매일 수천 명의 이재민이 발생하고 있으며 어린이 <50만 명:QNT>이 당장 굶어 죽을 위기에 직면해 있다고 발표했다.
"즉 ‘현재 편안하고 안정되었다 해도 앞으로 위태해질 때가 있을 것이라는 것을 잊지 말아야 하고(안위安危), 현재 사람과 재물이 잘 갖추어졌다 해도 언젠가 사라져 없어져 버릴 것이라는 것을 잊지 말아야 하며(존망存亡), 현재 모든 사람이 화평하고 원만하게 잘 다스려져 있다 해도 어그러지고 질서가 무너져 난리가 날 것을 잊지 말아야 한다(치란治亂)’의 세 가지를 항상 염두에 두어야 한다는 것이다.","즉 ‘현재 편안하고 안정되었다 해도 앞으로 위태해질 때가 있을 것이라는 것을 잊지 말아야 하고(안위安危), 현재 사람과 재물이 잘 갖추어졌다 해도 언젠가 사라져 없어져 버릴 것이라는 것을 잊지 말아야 하며(존망存亡), 현재 모든 사람이 화평하고 원만하게 잘 다스려져 있다 해도 어그러지고 질서가 무너져 난리가 날 것을 잊지 말아야 한다(치란治亂)’의 <세 가지:QNT>를 항상 염두에 두어야 한다는 것이다."
"이 때문에 단순 추행 공소시효가 지나 처벌하기 어려울 듯했던 A, C 씨는 공소시효(강제추행치상죄·10년)가 남아 처벌될 처지가 됐다.","이 때문에 단순 추행 공소시효가 지나 처벌하기 어려울 듯했던 A, C 씨는 공소시효(강제추행치상죄·<10년:DAT>)가 남아 처벌될 처지가 됐다."
"서울대 관계자는 ""서울대 교수가 논문 표절이 밝혀져 사직한 것은 개교 이후 처음""이라고 말했다.","서울대 관계자는 ""서울대 교수가 논문 표절이 밝혀져 사직한 것은 개교 이후 처음""이라고 말했다."
이 병원 관계자는 “아랍에미리트인은 성형보다는 건강검진을 많이 받는다”고 전했다.,이 병원 관계자는 “아랍에미리트인은 성형보다는 건강검진을 많이 받는다”고 전했다.
두 부처의 서로 다른 사업에 반응도 엇갈리고 있다.,<두 부처:QNT>의 서로 다른 사업에 반응도 엇갈리고 있다.
항상 이정표를 새로 만들어가야 생존할 수 있다는 절박함이 사루비아를 끌어온 또다른 비결이라고 생각해요.,항상 이정표를 새로 만들어가야 생존할 수 있다는 절박함이 사루비아를 끌어온 또다른 비결이라고 생각해요.
예를 들면 강한 자외선은 눈의 흰자위 조직이 자라나 각막까지 침범하게 되는 익상편이나 흰자위에 하얗거나 노란색의 결정이 생기는 검열반의 발생 가능성을 높인다.,예를 들면 강한 자외선은 눈의 흰자위 조직이 자라나 각막까지 침범하게 되는 익상편이나 흰자위에 하얗거나 노란색의 결정이 생기는 검열반의 발생 가능성을 높인다.
"이 규제는 항공사들이 정해진 범위 이상 이산화탄소를 배출하려면 탄소배출권을 구입하도록 하고, 배출권을 구입하지 않을 경우 초과 배출량 1t당 100유로(15만원)의 벌금을 내는 것이 뼈대다.","이 규제는 항공사들이 정해진 범위 이상 이산화탄소를 배출하려면 탄소배출권을 구입하도록 하고, 배출권을 구입하지 않을 경우 초과 배출량 <1t당:QNT> <100유로:QNT>(<15만원:QNT>)의 벌금을 내는 것이 뼈대다."
"""진희님다워진 한 해를 보내셨길 바랍니다""라는 메시지가 들어있었어요.","""진희님다워진 한 해를 보내셨길 바랍니다""라는 메시지가 들어있었어요."
[단독]정부 “나진-하산프로젝트 지원 중단”,[단독]정부 “나진-하산프로젝트 지원 중단”
새누리당은 이날 국회에서 열린 당 최고위원회의에서 교육부로부터 비공개로 사학연금 개정과 관련된 보고를 받았다.,새누리당은 <이날:DAT> 국회에서 열린 당 최고위원회의에서 교육부로부터 비공개로 사학연금 개정과 관련된 보고를 받았다.
레오파마의 오픈이노베이션은 다른 글로벌 제약사와 다른 독특한 특징이 있다.,레오파마의 오픈이노베이션은 다른 글로벌 제약사와 다른 독특한 특징이 있다.
'의사는 환자의 처지를 이해하고 전할 말을 잘 준비해 연습하는 것이 필요합니다.,'의사는 환자의 처지를 이해하고 전할 말을 잘 준비해 연습하는 것이 필요합니다.
고척돔을 볼 때마다 떠오르는 생각은 ‘저기에서 프로야구를 하면 보러 가야지’가 아니라 ‘프로야구 하면 어디로 우회해서 지나갈까’다.,고척돔을 볼 때마다 떠오르는 생각은 ‘저기에서 프로야구를 하면 보러 가야지’가 아니라 ‘프로야구 하면 어디로 우회해서 지나갈까’다.
학생이 다양한 경험을 하도록 기업이 투자하면 된다.,학생이 다양한 경험을 하도록 기업이 투자하면 된다.
SBS도 비슷한 성격의 드라마 '심야식당'을 27일부터 비슷한 시간대에 방송한다.,SBS도 비슷한 성격의 드라마 '심야식당'을 <27일부터:DAT> 비슷한 시간대에 방송한다.
○ 가장 큰 수혜품목은 자동차와 가전,○ 가장 큰 수혜품목은 자동차와 가전
▶ 지우는 초침 소리가 너무 크게 들려 집중할 수 없다고 할 만큼 감각이 예민하다.,▶ 지우는 초침 소리가 너무 크게 들려 집중할 수 없다고 할 만큼 감각이 예민하다.
회사 규모를 키워보자는 생각에 인수 제안을 받아들이고 3년 넘게 차바이오텍에서 개발본부장을 지냈다.,회사 규모를 키워보자는 생각에 인수 제안을 받아들이고 <3년:DAT> 넘게 차바이오텍에서 개발본부장을 지냈다.
행정기관장은 감사결과 공직자 비위사실을 발견하면 징계 등 조치를 할 수 있다.,행정기관장은 감사결과 공직자 비위사실을 발견하면 징계 등 조치를 할 수 있다.
◆ 블록체인을 만난 분산컴퓨팅,◆ 블록체인을 만난 분산컴퓨팅
뇌파를 전자기기를 작동시키는 기술은 BMI(Brain-Machine Interface)로 불린다.,뇌파를 전자기기를 작동시키는 기술은 BMI(Brain-Machine Interface)로 불린다.
"샌더스에 밀려 대세론 삐걱… ""인간적 매력 부족이 원인""","샌더스에 밀려 대세론 삐걱… ""인간적 매력 부족이 원인"""
미국 매체 더 할리우드 리포터(The Hollywood Reporter)는 “‘우상’은 극 중 후반으로 갈수록 설경구가 열연한 ‘유중식’의 캐릭터에 관객들의 연민을 쏟게 한다.,미국 매체 더 할리우드 리포터(The Hollywood Reporter)는 “‘우상’은 극 중 후반으로 갈수록 설경구가 열연한 ‘유중식’의 캐릭터에 관객들의 연민을 쏟게 한다.
잠시 후 수화기를 내려놓으며 큰 소리로 외쳤다.,잠시 후 수화기를 내려놓으며 큰 소리로 외쳤다.
"건국대 ‘기회균등 전형’과 같이 수시전형료가 면제되는 곳도 있지만, 대부분의 대학이 지난해와 비슷한 수준을 유지하고 있다.","건국대 ‘기회균등 전형’과 같이 수시전형료가 면제되는 곳도 있지만, 대부분의 대학이 <지난해:DAT>와 비슷한 수준을 유지하고 있다."
"보고서는 생사료 사용 금지, 알 밴 생선 유통 자제 등 어린 물고기 남획을 막기 위한 정책 마련, 중국 어선 불법 조업 문제에 대한 외교적 노력을 해결책으로 제시했다.","보고서는 생사료 사용 금지, 알 밴 생선 유통 자제 등 어린 물고기 남획을 막기 위한 정책 마련, 중국 어선 불법 조업 문제에 대한 외교적 노력을 해결책으로 제시했다."
◇관절 통증 생기면 퇴행성 관절염으로 발전,◇관절 통증 생기면 퇴행성 관절염으로 발전
"11일에도 함덕 40명, 김녕 15명, 이호 14명 등 69명이 해파리에 쏘여 이틀 동안 130명이 피해를 입었다.","<11일:DAT>에도 함덕 <40명:QNT>, 김녕 <15명:QNT>, 이호 <14명:QNT> 등 <69명:QNT>이 해파리에 쏘여 <이틀 동안:DAT> <130명:QNT>이 피해를 입었다."
한번 연방지방법원 판사로 임명되면 위법행위 등으로 탄핵되지 않는 한 평생 연방지방법원 판사로 근무한다.,<한번:QNT> 연방지방법원 판사로 임명되면 위법행위 등으로 탄핵되지 않는 한 평생 연방지방법원 판사로 근무한다.
마이크 혼다 등 미국 연방 하원의원 5명은 21일(현지 시간) 하원 본회의장 전체회의 도중 잇달아 자유발언을 갖고 아베 총리가 29일 상·하원 합동연설에서 과거사에 대해 진심으로 사과하고 반성할 것을 촉구했다.,마이크 혼다 등 미국 연방 하원의원 <5명:QNT>은 <21일:DAT>(현지 시간) 하원 본회의장 전체회의 도중 잇달아 자유발언을 갖고 아베 총리가 <29일:DAT> 상·하원 합동연설에서 과거사에 대해 진심으로 사과하고 반성할 것을 촉구했다.
27년째 도심 철거지역의 빈민을 연구하고 있는 조은 동국대 교수는 저서 ‘사당동 더하기 25’에서 대부업자에게 돈을 빌린 채무자들을 이렇게 묘사했다.,<27년째:DAT> 도심 철거지역의 빈민을 연구하고 있는 조은 동국대 교수는 저서 ‘사당동 더하기 25’에서 대부업자에게 돈을 빌린 채무자들을 이렇게 묘사했다.
(신당동 작업실의 한 화분을 가리키며) 이 화분은 같은 유약을 칠했는데 파란빛과 보랏빛을 동시에 띠고 있습니다.,(신당동 작업실의 한 화분을 가리키며) 이 화분은 같은 유약을 칠했는데 파란빛과 보랏빛을 동시에 띠고 있습니다.
"정경화 선생님을 비롯해 대중들까지 음악에 귀 기울여 주는 것 같아 기뻐요.""","정경화 선생님을 비롯해 대중들까지 음악에 귀 기울여 주는 것 같아 기뻐요."""
“경계선 부근에 있던 20대 7명을 주시하고 있었어요.,“경계선 부근에 있던 <20대:QNT> <7명:QNT>을 주시하고 있었어요.
