doc,label
"올해는 인공지능(AI), OLED(유기발광다이오드), 신소재 재료, 자동차 부품, 배터리, 바이오 등 4차 산업혁명 시대를 이끌어 갈 기술분야의 석·박사 과정 R&D 인재들이 참석했다.","올해는 인공지능(AI), OLED(유기발광다이오드), 신소재 재료, 자동차 부품, 배터리, 바이오 등 <4차 산업혁명:CVL> 시대를 이끌어 갈 기술분야의 석·박사 과정 R&D 인재들이 참석했다."
"팩트풀니스-우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유한스 로슬링·올라 로슬링·안나 로슬링 뢴룬드 지음, 이창신 옮김/김영사·1만9800원","팩트풀니스-우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유한스 로슬링·올라 로슬링·안나 로슬링 뢴룬드 지음, 이창신 옮김/김영사·1만9800원"
"‘자전차왕 엄복동’은 1910년 한일합병 이후 일제의 억압과 횡포가 본격화할 당시, 일본 선수들을 제치고 전조선자전차대회 1위를 차지해 조선인들에게 희망을 준 엄복동 이야기를 그렸다.","‘자전차왕 엄복동’은 1910년 한일합병 이후 일제의 억압과 횡포가 본격화할 당시, 일본 선수들을 제치고 전조선자전차대회 1위를 차지해 <조선인:CVL>들에게 희망을 준 엄복동 이야기를 그렸다."
서울시와 서울대학교 연구팀은 2016년부터 일본군 위안부 기록물 관리 사업을 통해 미국 등지에서 일본군 ‘위안부’ 자료를 발굴하는데 힘써왔다.,서울시와 서울대학교 연구팀은 2016년부터 일본군 위안부 기록물 관리 사업을 통해 미국 등지에서 일본군 ‘위안부’ 자료를 발굴하는데 힘써왔다.
"한국·미국 정부가 주한미군 사드(THAAD·고고도미사일방어) 체계를 경북 성주군에 배치하겠다고 발표한 이후, 찬·반 양쪽 모두 ‘사드 성주 배치’ 결정의 적절성 여부를 태평양 괌 미군기지 사드 포대, 일본 아오모리현과 교토부 교탄고시 미군 교가미사키 통신소의 엑스밴드 레이더(AN/TPY-2) 기지와 비교하는 경향이 강하다.","한국·미국 정부가 주한미군 사드(THAAD·고고도미사일방어) 체계를 경북 성주군에 배치하겠다고 발표한 이후, 찬·반 양쪽 모두 ‘사드 성주 배치’ 결정의 적절성 여부를 태평양 괌 미군기지 사드 포대, 일본 아오모리현과 교토부 교탄고시 미군 교가미사키 통신소의 엑스밴드 레이더(AN/TPY-2) 기지와 비교하는 경향이 강하다."
"삼성, 구자욱 11회말 끝내기 안타","삼성, 구자욱 11회말 끝내기 안타"
100년 전 작품을 여전히 무대에 올린다는 사실 자체가 놀랍다.,100년 전 작품을 여전히 무대에 올린다는 사실 자체가 놀랍다.
같은 날 탄핵 찬반 집회 상황을 실시간으로 보도한 미국 워싱턴포스트(WP) 사이트도 볼썽사나운 댓글 싸움으로 도배가 됐다.,같은 날 탄핵 찬반 집회 상황을 실시간으로 보도한 미국 워싱턴포스트(WP) 사이트도 볼썽사나운 댓글 싸움으로 도배가 됐다.
"린드베리 위원장은 ""7개 동계종목 국제연맹 대표들도 참가해 각 종목에 대한 전문성을 더해 줬다""며 ""이러한 조언이 내년 초 평창에서 열릴 FIS(국제스키연맹) 알파인스키 월드컵과 프리스타일 스키 및 스노보드 월드컵과 슬라이딩센터 사전 승인 행사 등의 준비에 큰 도움이 될 것""이라고 말했다.","린드베리 <위원장:CVL>은 ""7개 동계종목 국제연맹 대표들도 참가해 각 종목에 대한 전문성을 더해 줬다""며 ""이러한 조언이 내년 초 평창에서 열릴 FIS(국제스키연맹) 알파인스키 월드컵과 프리스타일 스키 및 스노보드 월드컵과 슬라이딩센터 사전 승인 행사 등의 준비에 큰 도움이 될 것""이라고 말했다."
2011년 그가 화웨이 최고재무책임자(CFO)로 부임할 때도 사내에서 두 사람이 부녀지간임을 알아차린 사람은 없었다고 한다.,2011년 그가 화웨이 <최고재무책임자:CVL>(<CFO:CVL>)로 부임할 때도 사내에서 두 사람이 <부녀지간:CVL>임을 알아차린 사람은 없었다고 한다.
그게 인생 ‘100세 시대’와 함께 온 것임은 너무도 분명하다.,그게 인생 ‘100세 시대’와 함께 온 것임은 너무도 분명하다.
정치권에서 경제자유구역 내 특정 지역에는 분양가 상한제를 적용하지 않아야 한다는 의견이 많은 것으로 알려져 6월 임시국회에서 이 개정안이 통과될 가능성이 높은 것으로 보인다.,정치권에서 경제자유구역 내 특정 지역에는 <분양가 상한제:CVL>를 적용하지 않아야 한다는 의견이 많은 것으로 알려져 6월 임시국회에서 이 개정안이 통과될 가능성이 높은 것으로 보인다.
"2012학년도 강원외고 입학전형에 응시했다가 불합격한 학생의 학부모 ㄱ씨는 “지난해 강원외고 합격자 발표 뒤, 영어성적이 우수한 아이들 중에 3학년 2학기 중간고사를 망친 아이들이 주로 떨어져 중간고사 내신성적을 봤다는 소문이 파다했다”며 “(1단계 전형에서 반영하는) 2~3학년 영어 내신등급은 학생간 편차가 크지 않아 면접을 꼼꼼하게 해야 하는데, 한 학생당 면접시간이 5분여에 불과해 어떤 기준으로 뽑는지 의심스러웠다”고 말했다.","2012학년도 강원외고 입학전형에 응시했다가 불합격한 <학생:CVL>의 학부모 ㄱ씨는 “지난해 강원외고 합격자 발표 뒤, <영어:CVL>성적이 우수한 아이들 중에 3학년 2학기 중간고사를 망친 아이들이 주로 떨어져 중간고사 내신성적을 봤다는 소문이 파다했다”며 “(1단계 전형에서 반영하는) 2~3학년 <영어:CVL> 내신등급은 <학생:CVL>간 편차가 크지 않아 면접을 꼼꼼하게 해야 하는데, 한 학생당 면접시간이 5분여에 불과해 어떤 기준으로 뽑는지 의심스러웠다”고 말했다."
"유라시아경제연합은 2013년까지 공동 화폐 도입, EU와의 자유무역협정(FTA) 체결 등도 논의할 계획이다.","유라시아경제연합은 2013년까지 공동 화폐 도입, EU와의 자유무역협정(FTA) 체결 등도 논의할 계획이다."
- 지금까지 공개된 비즈니스 외 올해 계획이 있다면?,- 지금까지 공개된 비즈니스 외 올해 계획이 있다면?
모형의 개발과정에서 확보된 모델링 지식과 정보 중 일부는 이미 2030 온실가스 감축 로드맵 수립 등 정부의 기후변화 대응정책 수립에 직ㆍ간접적으로 활용된 바 있다.,모형의 개발과정에서 확보된 모델링 지식과 정보 중 일부는 이미 2030 온실가스 감축 로드맵 수립 등 정부의 기후변화 대응정책 수립에 직ㆍ간접적으로 활용된 바 있다.
중국은 여자 53㎏급에서만 합계 부문 금메달을 놓쳤다.,중국은 여자 53㎏급에서만 합계 부문 <금메달:CVL>을 놓쳤다.
자민당 의원들은 ‘무급 인턴’ 허드렛일에 써먹어,자민당 <의원:CVL>들은 ‘무급 <인턴:CVL>’ 허드렛일에 써먹어
호우 경보가 내리면 매몰지별 담당 공무원과 읍·면·동 비상근무자가 현장 점검에 나서기로 했다.,호우 경보가 내리면 매몰지별 담당 <공무원:CVL>과 읍·면·동 비상근무자가 현장 점검에 나서기로 했다.
비대위원 사이에서도 미묘한 신경전이 감지된다.,<비대위원:CVL> 사이에서도 미묘한 신경전이 감지된다.
GS건설 관계자는 “재개발 사업에서 세입자나 상가조합원에 대한 보상비나 임대주택 건립의 부담을 전적으로 조합이 떠안으면서 갈등이 더 커졌다”며 “이런 갈등을 없애려면 정부의 사업비 지원이 필요하다”고 말했다.,GS건설 관계자는 “재개발 사업에서 세입자나 상가조합원에 대한 보상비나 임대주택 건립의 부담을 전적으로 조합이 떠안으면서 갈등이 더 커졌다”며 “이런 갈등을 없애려면 정부의 사업비 지원이 필요하다”고 말했다.
영화 ‘왕과 나’는 시암(현재의 태국) 왕과 영국 출신 젊은 미망인 가정교사 애나의 러브 스토리를 담고 있다.,영화 ‘왕과 나’는 시암(현재의 태국) <왕:CVL>과 영국 출신 젊은 미망인 <가정교사:CVL> 애나의 러브 스토리를 담고 있다.
"11일 <한겨레>가 입수한 케이티의 ‘현장영업부서 책임경영제 파일럿(시범실시) 시행안’에 따르면, 8월부터 수도권서부고객본부와 서초·수원지사 등 9곳이 책임경영에 들어갔다.","11일 <한겨레>가 입수한 케이티의 ‘현장영업부서 책임경영제 파일럿(시범실시) 시행안’에 따르면, 8월부터 수도권서부고객본부와 서초·수원지사 등 9곳이 책임경영에 들어갔다."
심사위원들은 10일에도 ‘크레셴도’에 대해 “친구들의 감정을 다른 각도에서 재치 넘치게 풀어냈다”며 호평을 했다.,심사위원들은 10일에도 ‘크레셴도’에 대해 “친구들의 감정을 다른 각도에서 재치 넘치게 풀어냈다”며 호평을 했다.
현재 130만명인 일본의 간병인력을 감안하면 730만명이 부족하다.,현재 130만명인 일본의 간병인력을 감안하면 730만명이 부족하다.
2점만 감점되어도 성과급을 받지 못하는 평가등급이 나올 수 있다”고 압박했다.,2점만 감점되어도 성과급을 받지 못하는 평가등급이 나올 수 있다”고 압박했다.
그러나 최근 1년간 국제 은값이 온스당 45달러(약 5만원)를 넘나드는 사상 최고치 행진을 계속하면서 다시 광원이 되려는 발길이 급증하고 있다.,그러나 최근 1년간 국제 은값이 온스당 45달러(약 5만원)를 넘나드는 사상 최고치 행진을 계속하면서 다시 <광원:CVL>이 되려는 발길이 급증하고 있다.
"두 정상이 논의한 주제는 경제 협력부터 기후변화 대응 그리고 우주 탐사에 이르기까지 광대했지만, 양국간 이견이 큰 주요 현안에서는 구체적인 성과가 나오진 않았다.","두 정상이 논의한 주제는 경제 협력부터 기후변화 대응 그리고 우주 탐사에 이르기까지 광대했지만, 양국간 이견이 큰 주요 현안에서는 구체적인 성과가 나오진 않았다."
"이처럼 5년 전과 달라진 인구추계로 인해 각종 연기금, 건강보험, 국가 재정 등 장기 계획의 수정도 불가피할 것으로 보인다.","이처럼 5년 전과 달라진 인구추계로 인해 각종 연기금, 건강보험, 국가 재정 등 장기 계획의 수정도 불가피할 것으로 보인다."
총 길이 375m에 달하는 생산라인에서는 한국에서 수입해온 철강재료를 열처리한 뒤 아연도금을 입히고 강판의 형상과 표면 거칠기를 조정하는 공정을 순서대로 거치며 자동차강판을 생산하는 작업이 한창이었다.,총 길이 375m에 달하는 생산라인에서는 한국에서 수입해온 철강재료를 열처리한 뒤 아연도금을 입히고 강판의 형상과 표면 거칠기를 조정하는 공정을 순서대로 거치며 자동차강판을 생산하는 작업이 한창이었다.
재규어 뉴 XKR 컨버터블은 고성능 럭셔리 스포츠카.,재규어 뉴 XKR 컨버터블은 고성능 럭셔리 스포츠카.
공 시장은 “선거기간에 공직자와 시민들 간의 의사소통이 잘 이뤄지지 않는 점이 평택 발전의 걸림돌이라고 느꼈다.,공 <시장:CVL>은 “선거기간에 공직자와 시민들 간의 의사소통이 잘 이뤄지지 않는 점이 평택 발전의 걸림돌이라고 느꼈다.
G20 런던 회의는 새로운 국제 금융 질서를 창출하는 데 한국이 참여한다는 의미만 있는 것이 아니다.,G20 런던 회의는 새로운 국제 금융 질서를 창출하는 데 한국이 참여한다는 의미만 있는 것이 아니다.
전민식(47)의 소설 <개를 산책시키는 남자>(은행나무)는 1억원 상금의 제8회 세계문학상 수상작이다.,전민식(47)의 소설 <개를 산책시키는 남자>(은행나무)는 1억원 상금의 제8회 <세계문학상:CVL> 수상작이다.
"조 박사는 “석탄화력으로 인한 영향을 전국 단위로 분석하면 크지 않지만, 발전소 인근 지역으로 한정하면 효과는 상상하는 것보다 크다”며 “서울시 미세먼지 대책 역시 그런 측면에서 보면 효과가 적지 않다”고 밝혔다.","조 <박사:CVL>는 “석탄화력으로 인한 영향을 전국 단위로 분석하면 크지 않지만, 발전소 인근 지역으로 한정하면 효과는 상상하는 것보다 크다”며 “서울시 미세먼지 대책 역시 그런 측면에서 보면 효과가 적지 않다”고 밝혔다."
인터넷 괴담에 흔들린 ‘계엄법 개정안’,인터넷 괴담에 흔들린 ‘<계엄법:CVL> 개정안’
"실제 남자 500m, 1000m에서 잇달아 금, 은메달을 수확하며 ‘국민 남동생’으로 떠오른 모태범(21)은 “위장에 부담을 주지 않으면서 든든한 식사를 한 게 경기 당일 컨디션을 최고로 끌어올리는 데 큰 도움이 됐다”고 전했다.","실제 남자 500m, 1000m에서 잇달아 <금:CVL>, <은메달:CVL>을 수확하며 ‘국민 <남동생:CVL>’으로 떠오른 모태범(21)은 “위장에 부담을 주지 않으면서 든든한 식사를 한 게 경기 당일 컨디션을 최고로 끌어올리는 데 큰 도움이 됐다”고 전했다."
이 같은 연구 결과를 토대로 감태추출물은 식품의약품안전처에서 '수면의 질 개선에 도움을 줄 수 있음'이라는 기능성을 인정받았다.,이 같은 연구 결과를 토대로 감태추출물은 식품의약품안전처에서 '수면의 질 개선에 도움을 줄 수 있음'이라는 기능성을 인정받았다.
서울시내에서 시중은행 점포 10곳 중 3곳은 강남·서초·송파구 등 이른바 ‘강남 3구’에 몰려 있는 것으로 나타났다.,서울시내에서 시중은행 점포 10곳 중 3곳은 강남·서초·송파구 등 이른바 ‘강남 3구’에 몰려 있는 것으로 나타났다.
폴럭은 이번 연구를 엠아티(MIT)의 스콧 켐프 박사와 함께 진행했다고 밝혔다.,폴럭은 이번 연구를 엠아티(MIT)의 스콧 켐프 <박사:CVL>와 함께 진행했다고 밝혔다.
"""엄마 부탁으로 특별히 봐주는 거니 다시는 그러면 안 돼""라고 다짐을 받았다.","""<엄마:CVL> 부탁으로 특별히 봐주는 거니 다시는 그러면 안 돼""라고 다짐을 받았다."
‘두 얼굴 같다’는 평가도 안면비대칭 때문이라는 것.,‘두 얼굴 같다’는 평가도 안면비대칭 때문이라는 것.
"이를 통해 수익 20%를 차지하는 데이터 기반 분석 모델을 수익화해 업계 최고 이윤을 창출했을 뿐만 아니라 축적된 과거 데이터를 활용, 예측 분석을 효율적으로 구현했다.","이를 통해 수익 20%를 차지하는 데이터 기반 분석 모델을 수익화해 업계 최고 이윤을 창출했을 뿐만 아니라 축적된 과거 데이터를 활용, 예측 분석을 효율적으로 구현했다."
직접 보니 웬만한 배우보다 예뻤다.,직접 보니 웬만한 <배우:CVL>보다 예뻤다.
"기획공연으로 젊은 춤꾼들의 창작활성화 무대로 전통춤을 새로이 재해석한 ‘독립춤꾼 창작춤전’과 재일본조선인무용가 김유열무용단 초청 ‘한민족예술인초청공연’, 전통을 올곧게 이어온 원로예술인의 무대 ‘명무열전 폐막공연’이 연악당에서 펼쳐진다.","기획공연으로 젊은 <춤꾼:CVL>들의 창작활성화 무대로 <전통춤:CVL>을 새로이 재해석한 ‘독립춤꾼 창작춤전’과 <재일본조선인:CVL><무용가:CVL> 김유열무용단 초청 ‘한민족예술인초청공연’, 전통을 올곧게 이어온 원로<예술인:CVL>의 무대 ‘명무열전 폐막공연’이 연악당에서 펼쳐진다."
고영일 교수는 “한국에서는 각 병원마다 맞춤식 검사를 통해 차세대 염기서열분석을 실시하고 있다.,고영일 <교수:CVL>는 “한국에서는 각 병원마다 맞춤식 검사를 통해 차세대 염기서열분석을 실시하고 있다.
국내 연구진은 나노 플라스틱의 전이 가능성을 입증하기 위해 북극을 찾았다.,국내 연구진은 나노 플라스틱의 전이 가능성을 입증하기 위해 북극을 찾았다.
시인의 아들은 4년 전 아버지 품으로 돌아갔다.,<시인:CVL>의 <아들:CVL>은 4년 전 <아버지:CVL> 품으로 돌아갔다.
여기서 인간의 뇌에서 기억과 학습을 담당하는 해마와 유사한 신경조직이 발견됐다.,여기서 인간의 뇌에서 기억과 학습을 담당하는 해마와 유사한 신경조직이 발견됐다.
정지욱 평론가는 “인기라는 게 흐르는 구름과 같아 좋을 때도 나쁠 때도 있다.,정지욱 <평론가:CVL>는 “인기라는 게 흐르는 구름과 같아 좋을 때도 나쁠 때도 있다.
한나라당 안에서도 최 장관의 ‘행태’를 비판하며 “감쌀 이유가 전혀 없다”는 얘기가 나왔다.,한나라당 안에서도 최 <장관:CVL>의 ‘행태’를 비판하며 “감쌀 이유가 전혀 없다”는 얘기가 나왔다.
15경기 34타석 만에 기록한 비거리 127m짜리 대형 대포이기도 했다.,15경기 34타석 만에 기록한 비거리 127m짜리 대형 대포이기도 했다.
"나는 아이들과 대화하는 걸 좋아하는데, 그것이 유대인 가정만의 특징이라고 할 순 없다.""","나는 아이들과 대화하는 걸 좋아하는데, 그것이 <유대인:CVL> 가정만의 특징이라고 할 순 없다."""
하지만 A씨와 마주한 남성 B씨는 패딩점퍼 차림이었다.,하지만 A씨와 마주한 남성 B씨는 <패딩점퍼:CVL> 차림이었다.
청와대 국민청원까지 부른 ‘프로배구 오심’ 관계자들이 사상 최고의 중징계를 받았다.,청와대 <국민청원:CVL>까지 부른 ‘<프로배구:CVL> 오심’ 관계자들이 사상 최고의 중징계를 받았다.
한민수가 엄마에게 챙겨줬던 만화 성경책의 한 페이지였다.,한민수가 <엄마:CVL>에게 챙겨줬던 만화 성경책의 한 페이지였다.
"반 전 총장 지지모임 '인망(人望)' 포럼 상임대표로 있는 서규용 전 농림부 장관, 김대중 정부 시절 청와대 외교안보수석을 지냈고 반 전 총장과 가까운 임성준 전 수석도 각각 국정자문위원과 특보로 합류했다.","반 전 <총장:CVL> 지지모임 '인망(人望)' 포럼 <상임대표:CVL>로 있는 서규용 전 농림부 <장관:CVL>, 김대중 정부 시절 청와대 <외교안보수석:CVL>을 지냈고 반 전 <총장:CVL>과 가까운 임성준 전 <수석:CVL>도 각각 <국정자문위원:CVL>과 특보로 합류했다."
북한에 대한 클린턴 전 장관의 부정적 인식은 과거 발언과 회고록 등에 잘 나타나 있다.,북한에 대한 클린턴 전 <장관:CVL>의 부정적 인식은 과거 발언과 회고록 등에 잘 나타나 있다.
박사과정생의 대체복무는 과기한림원이 사활을 걸고 지켜야 한다.,박사과정생의 <대체복무:CVL>는 과기한림원이 사활을 걸고 지켜야 한다.
균등한 기회를 주는 등 선수 선발 과정과 월드컵 준비 과정에서 그의 카리스마를 담아낸다.,균등한 기회를 주는 등 <선수:CVL> 선발 과정과 월드컵 준비 과정에서 그의 카리스마를 담아낸다.
"한 교수는 그러나 “우리의 본심인 절대의 마음을 통해서만 자유의 존재라는 것, 누구나 평등하다는 것을 깨닫게 되며, 삶의 피로와 고통을 넘어설 수 있는 힘, 지혜와 자비의 힘, 영성의 힘도 바로 이 절대의 마음에서 비롯된다”고 보았다.","한 <교수:CVL>는 그러나 “우리의 본심인 절대의 마음을 통해서만 자유의 존재라는 것, 누구나 평등하다는 것을 깨닫게 되며, 삶의 피로와 고통을 넘어설 수 있는 힘, 지혜와 자비의 힘, 영성의 힘도 바로 이 절대의 마음에서 비롯된다”고 보았다."
15세기 조선에는 19세의 나이로 집현전 학사가 된 천재 과학자가 있었다.,15세기 조선에는 19세의 나이로 집현전 <학사:CVL>가 된 천재 <과학자:CVL>가 있었다.
"대전에도 다른 세상을 원하는 사람들이 살고 있다는 걸 알리는 것, 지역 여성 청년의 존재를 드러내는 건 <보슈>의 목표기도 하다.","대전에도 다른 세상을 원하는 사람들이 살고 있다는 걸 알리는 것, 지역 여성 청년의 존재를 드러내는 건 <보슈>의 목표기도 하다."
① ‘오빠 노래’라면 표절 논란쯤이야…?,① ‘<오빠:CVL> 노래’라면 표절 논란쯤이야…?
5G는 LTE에 비해 21개월 정도 빠르게 표준화 과정이 이뤄진 것으로 알려졌다.,5G는 LTE에 비해 21개월 정도 빠르게 표준화 과정이 이뤄진 것으로 알려졌다.
에너지법 4조는 “에너지공급자(에너지 생산 수입 전환 수송 저장 판매 사업자·한국수력원자력이 이에 해당)와 에너지사용자(에너지사용시설의 소유자 또는 관리자)는 국가와 지방자치단체의 에너지 시책에 적극 참여하고 협력”해야 한다고 명시하고 있다.,<에너지법:CVL> 4조는 “에너지공급자(에너지 생산 수입 전환 수송 저장 판매 사업자·한국수력원자력이 이에 해당)와 에너지사용자(에너지사용시설의 소유자 또는 <관리자:CVL>)는 국가와 지방자치단체의 에너지 시책에 적극 참여하고 협력”해야 한다고 명시하고 있다.
OECD도 새마을운동 연구한다,OECD도 새마을운동 연구한다
아들은 올해 목포 홍일고를 졸업했다.,<아들:CVL>은 올해 목포 홍일고를 졸업했다.
어린아이처럼 순수한 눈으로 일상의 작은 마주침에서도 자연의 경이를 발견하는 사진가의 기록이다.,어린아이처럼 순수한 눈으로 일상의 작은 마주침에서도 자연의 경이를 발견하는 <사진가:CVL>의 기록이다.
"주로 라틴어와 그리스어 고전의 프랑스어 번역을 예로 들었기 때문에 다소 까다로울 수 있지만, 번역에 관심 있는 이에게는 생각할 거리를 풍부하게 담은 책이다.","주로 <라틴어:CVL>와 <그리스어:CVL> 고전의 <프랑스어:CVL> 번역을 예로 들었기 때문에 다소 까다로울 수 있지만, 번역에 관심 있는 이에게는 생각할 거리를 풍부하게 담은 책이다."
그의 예술에 가장 중요한 영향을 끼친 이는 추사 김정희.,그의 예술에 가장 중요한 영향을 끼친 이는 추사 김정희.
저택에 전용 역이 있는 것은 김정일이 주로 기차를 타고 돌아다니는 것과 관련 있다는 분석이다.,저택에 전용 역이 있는 것은 김정일이 주로 기차를 타고 돌아다니는 것과 관련 있다는 분석이다.
거가대교로 이어지는 도로인 8㎞ 구간의 거가대로 가덕구간을 타면서 안내를 맡은 대우건설 김석영 차장은 이렇게 말했다.,거가대교로 이어지는 도로인 8㎞ 구간의 거가대로 가덕구간을 타면서 안내를 맡은 대우건설 김석영 <차장:CVL>은 이렇게 말했다.
'워크넷'(www.work.go.kr)은 정부가 1998년부터 운영해온 구인·구직 사이트로 공공 부문을 비롯해 각 분야의 취업 정보를 다룬다.,'워크넷'(www.work.go.kr)은 정부가 1998년부터 운영해온 구인·구직 사이트로 공공 부문을 비롯해 각 분야의 취업 정보를 다룬다.
"지하 2층, 지상 6층(연면적 2만229㎡)으로 서울 25개 자치구 도서관 중 가장 크다.","지하 2층, 지상 6층(연면적 2만229㎡)으로 서울 25개 자치구 도서관 중 가장 크다."
그래서 두 가지 이상의 동력원을 사용하는 하이브리드 차가 뜨고 있다.,그래서 두 가지 이상의 동력원을 사용하는 하이브리드 차가 뜨고 있다.
이날 병원 자료 보관실에서 2014년 4월의 진료기록을 검토하던 일부 위원은 세월호 참사 당일 환자 진료기록에 서명한 김 원장의 필체가 평소 필체와 다르다는 의혹을 제기했다.,이날 병원 자료 보관실에서 2014년 4월의 진료기록을 검토하던 일부 <위원:CVL>은 세월호 참사 당일 환자 진료기록에 서명한 김 <원장:CVL>의 필체가 평소 필체와 다르다는 의혹을 제기했다.
"경제적 이득을 챙기고, 참여 의사를 밝히지 않은 미국과 외교적으로도 엇나가지 않도록 신경을 쓰고 있다.","경제적 이득을 챙기고, 참여 의사를 밝히지 않은 미국과 외교적으로도 엇나가지 않도록 신경을 쓰고 있다."
"업계 관계자는 “다음카카오가 포워딩 방식으로 계속 정보·수사기관의 감청영장 집행 협조 요청에 응할 경우, 실시간 감청이 아니라는 이유로 카톡의 감청영장 집행 협조 요청에 거부하는 논리를 스스로 뒤집는 꼴이 된다”고 말했다.","업계 관계자는 “다음카카오가 포워딩 방식으로 계속 정보·수사기관의 감청영장 집행 협조 요청에 응할 경우, 실시간 감청이 아니라는 이유로 카톡의 감청영장 집행 협조 요청에 거부하는 논리를 스스로 뒤집는 꼴이 된다”고 말했다."
왜 민족문화일까? “초등 1학년 때 해방을 맞았어요.,왜 민족문화일까? “초등 1학년 때 해방을 맞았어요.
이번에 파견하는 자위대의 장기주둔을 계기로 민주당은 1일 내각·외무·방위 부문 합동회의를 열어 자위대의 무기사용을 매우 엄격히 규제한 이른바 ‘파병 5원칙’도 재검토에 착수했다.,이번에 파견하는 자위대의 장기주둔을 계기로 민주당은 1일 내각·외무·방위 부문 합동회의를 열어 자위대의 무기사용을 매우 엄격히 규제한 이른바 ‘<파병 5원칙:CVL>’도 재검토에 착수했다.
500야드의 이 홀은 투 온도 가능해 마지막 날 극적인 명승부가 연출될 것으로 기대를 모으고 있다.,500야드의 이 홀은 투 온도 가능해 마지막 날 극적인 명승부가 연출될 것으로 기대를 모으고 있다.
"자이펠 박사는 ""마치 내가 고고학자가 된 것처럼 가슴 뛰는 경험을 하게 될 것""이라며 ""유물들이 하나하나 펼쳐진 곳을 둘러보면서는 '이건 뭐지?' 하면서 호기심을 갖게 된다""고 했다.","자이펠 <박사:CVL>는 ""마치 내가 <고고학자:CVL>가 된 것처럼 가슴 뛰는 경험을 하게 될 것""이라며 ""유물들이 하나하나 펼쳐진 곳을 둘러보면서는 '이건 뭐지?' 하면서 호기심을 갖게 된다""고 했다."
김호철 감독은 23일 통화에서 “시즌 전 연습을 못해 리그 경기를 하면서 체력운동을 병행했다.,김호철 <감독:CVL>은 23일 통화에서 “시즌 전 연습을 못해 리그 경기를 하면서 체력운동을 병행했다.
